ICD10_PHEWAS_CODE;ICD9-CM_PHEWAS_CODE;PHEWAS_STRING;EXCLUSION
O101;642;Hypertension complicating pregnancy, childbirth, and the puerperium;640-649.99
O152;642;Hypertension complicating pregnancy, childbirth, and the puerperium;640-649.99
O159;642;Hypertension complicating pregnancy, childbirth, and the puerperium;640-649.99
O13;642;Hypertension complicating pregnancy, childbirth, and the puerperium;640-649.99
O140;642;Hypertension complicating pregnancy, childbirth, and the puerperium;640-649.99
O149;642;Hypertension complicating pregnancy, childbirth, and the puerperium;640-649.99
O100;642;Hypertension complicating pregnancy, childbirth, and the puerperium;640-649.99
O11;642;Hypertension complicating pregnancy, childbirth, and the puerperium;640-649.99
O102;642;Hypertension complicating pregnancy, childbirth, and the puerperium;640-649.99
O104;642;Hypertension complicating pregnancy, childbirth, and the puerperium;640-649.99
O16;642;Hypertension complicating pregnancy, childbirth, and the puerperium;640-649.99
O109;642;Hypertension complicating pregnancy, childbirth, and the puerperium;640-649.99
O15;642;Hypertension complicating pregnancy, childbirth, and the puerperium;640-649.99
O14;642;Hypertension complicating pregnancy, childbirth, and the puerperium;640-649.99
O10;642;Hypertension complicating pregnancy, childbirth, and the puerperium;640-649.99
O310;646;Other complications of pregnancy, not elsewhere classified;640-649.99
O264;646;Other complications of pregnancy, not elsewhere classified;640-649.99
O121;646;Other complications of pregnancy, not elsewhere classified;640-649.99
O120;646;Other complications of pregnancy, not elsewhere classified;640-649.99
O281;646;Other complications of pregnancy, not elsewhere classified;640-649.99
O285;646;Other complications of pregnancy, not elsewhere classified;640-649.99
O282;646;Other complications of pregnancy, not elsewhere classified;640-649.99
O289;646;Other complications of pregnancy, not elsewhere classified;640-649.99
O280;646;Other complications of pregnancy, not elsewhere classified;640-649.99
O284;646;Other complications of pregnancy, not elsewhere classified;640-649.99
O283;646;Other complications of pregnancy, not elsewhere classified;640-649.99
O260;646;Other complications of pregnancy, not elsewhere classified;640-649.99
O122;646;Other complications of pregnancy, not elsewhere classified;640-649.99
O231;646;Other complications of pregnancy, not elsewhere classified;640-649.99
O230;646;Other complications of pregnancy, not elsewhere classified;640-649.99
O233;646;Other complications of pregnancy, not elsewhere classified;640-649.99
O235;646;Other complications of pregnancy, not elsewhere classified;640-649.99
O232;646;Other complications of pregnancy, not elsewhere classified;640-649.99
O266;646;Other complications of pregnancy, not elsewhere classified;640-649.99
O261;646;Other complications of pregnancy, not elsewhere classified;640-649.99
O288;646;Other complications of pregnancy, not elsewhere classified;640-649.99
O239;646;Other complications of pregnancy, not elsewhere classified;640-649.99
O863;646;Other complications of pregnancy, not elsewhere classified;640-649.99
O861;646;Other complications of pregnancy, not elsewhere classified;640-649.99
O868;646;Other complications of pregnancy, not elsewhere classified;640-649.99
O262;646;Other complications of pregnancy, not elsewhere classified;640-649.99
O269;646;Other complications of pregnancy, not elsewhere classified;640-649.99
O263;646;Other complications of pregnancy, not elsewhere classified;640-649.99
O267;646;Other complications of pregnancy, not elsewhere classified;640-649.99
O234;646;Other complications of pregnancy, not elsewhere classified;640-649.99
O862;646;Other complications of pregnancy, not elsewhere classified;640-649.99
O23;646;Other complications of pregnancy, not elsewhere classified;640-649.99
O28;646;Other complications of pregnancy, not elsewhere classified;640-649.99
O31;646;Other complications of pregnancy, not elsewhere classified;640-649.99
O12;646;Other complications of pregnancy, not elsewhere classified;640-649.99
O26;646;Other complications of pregnancy, not elsewhere classified;640-649.99
O268;646;Other complications of pregnancy, not elsewhere classified;640-649.99
O268;646;Other complications of pregnancy, not elsewhere classified;640-649.99
O268;646;Other complications of pregnancy, not elsewhere classified;640-649.99
O210;643;Excessive vomiting in pregnancy;640-649.99
O211;643;Excessive vomiting in pregnancy;640-649.99
O212;643;Excessive vomiting in pregnancy;640-649.99
O218;643;Excessive vomiting in pregnancy;640-649.99
O219;643;Excessive vomiting in pregnancy;640-649.99
O21;643;Excessive vomiting in pregnancy;640-649.99
O610;659;Other indications for care or intervention related to labor and delivery, not elsewhere classified;650-659.99
O619;659;Other indications for care or intervention related to labor and delivery, not elsewhere classified;650-659.99
O611;659;Other indications for care or intervention related to labor and delivery, not elsewhere classified;650-659.99
O618;659;Other indications for care or intervention related to labor and delivery, not elsewhere classified;650-659.99
O753;659;Other indications for care or intervention related to labor and delivery, not elsewhere classified;650-659.99
O752;659;Other indications for care or intervention related to labor and delivery, not elsewhere classified;650-659.99
O61;659;Other indications for care or intervention related to labor and delivery, not elsewhere classified;650-659.99
O410;658;Other problems associated with amniotic cavity and membranes;650-659.99
O756;658;Other problems associated with amniotic cavity and membranes;650-659.99
O755;658;Other problems associated with amniotic cavity and membranes;650-659.99
O419;658;Other problems associated with amniotic cavity and membranes;650-659.99
O411;658;Other problems associated with amniotic cavity and membranes;650-659.99
O418;658;Other problems associated with amniotic cavity and membranes;650-659.99
O422;658;Other problems associated with amniotic cavity and membranes;650-659.99
O420;658;Other problems associated with amniotic cavity and membranes;650-659.99
O429;658;Other problems associated with amniotic cavity and membranes;650-659.99
O42;658;Other problems associated with amniotic cavity and membranes;650-659.99
O41;658;Other problems associated with amniotic cavity and membranes;650-659.99
O421;658;Other problems associated with amniotic cavity and membranes;650-659.99
O421;658;Other problems associated with amniotic cavity and membranes;650-659.99
O40;657;Polyhydramnios;650-659.99
O431;656;Other known or suspected fetal and placental problems affecting management of mother;650-659.99
O430;656;Other known or suspected fetal and placental problems affecting management of mother;650-659.99
O683;656;Other known or suspected fetal and placental problems affecting management of mother;650-659.99
O680;656;Other known or suspected fetal and placental problems affecting management of mother;650-659.99
O682;656;Other known or suspected fetal and placental problems affecting management of mother;650-659.99
O689;656;Other known or suspected fetal and placental problems affecting management of mother;650-659.99
O681;656;Other known or suspected fetal and placental problems affecting management of mother;650-659.99
O688;656;Other known or suspected fetal and placental problems affecting management of mother;650-659.99
O366;656;Other known or suspected fetal and placental problems affecting management of mother;650-659.99
O369;656;Other known or suspected fetal and placental problems affecting management of mother;650-659.99
O362;656;Other known or suspected fetal and placental problems affecting management of mother;650-659.99
O364;656;Other known or suspected fetal and placental problems affecting management of mother;650-659.99
O361;656;Other known or suspected fetal and placental problems affecting management of mother;650-659.99
O368;656;Other known or suspected fetal and placental problems affecting management of mother;650-659.99
O365;656;Other known or suspected fetal and placental problems affecting management of mother;650-659.99
O360;656;Other known or suspected fetal and placental problems affecting management of mother;650-659.99
O363;656;Other known or suspected fetal and placental problems affecting management of mother;650-659.99
O367;656;Other known or suspected fetal and placental problems affecting management of mother;650-659.99
O438;656;Other known or suspected fetal and placental problems affecting management of mother;650-659.99
O439;656;Other known or suspected fetal and placental problems affecting management of mother;650-659.99
O68;656;Other known or suspected fetal and placental problems affecting management of mother;650-659.99
O36;656;Other known or suspected fetal and placental problems affecting management of mother;650-659.99
O43;656;Other known or suspected fetal and placental problems affecting management of mother;650-659.99
O801;650;Normal delivery;650-659.99
O808;650;Normal delivery;650-659.99
O809;650;Normal delivery;650-659.99
O800;650;Normal delivery;650-659.99
O80;650;Normal delivery;650-659.99
O321;652;Malposition and malpresentation of fetus;650-659.99
O326;652;Malposition and malpresentation of fetus;650-659.99
O323;652;Malposition and malpresentation of fetus;650-659.99
O324;652;Malposition and malpresentation of fetus;650-659.99
O329;652;Malposition and malpresentation of fetus;650-659.99
O325;652;Malposition and malpresentation of fetus;650-659.99
O328;652;Malposition and malpresentation of fetus;650-659.99
O322;652;Malposition and malpresentation of fetus;650-659.99
O320;652;Malposition and malpresentation of fetus;650-659.99
O32;652;Malposition and malpresentation of fetus;650-659.99
O830;652;Malposition and malpresentation of fetus;650-659.99
O839;652;Malposition and malpresentation of fetus;650-659.99
O833;652;Malposition and malpresentation of fetus;650-659.99
O834;652;Malposition and malpresentation of fetus;650-659.99
O831;652;Malposition and malpresentation of fetus;650-659.99
O83;652;Malposition and malpresentation of fetus;650-659.99
O832;652;Malposition and malpresentation of fetus;650-659.99
O838;652;Malposition and malpresentation of fetus;650-659.99
O83;652;Malposition and malpresentation of fetus;650-659.99
O300;651;Multiple gestation;650-659.99
O301;651;Multiple gestation;650-659.99
O302;651;Multiple gestation;650-659.99
O311;651;Multiple gestation;650-659.99
O312;651;Multiple gestation;650-659.99
O309;651;Multiple gestation;650-659.99
O318;651;Multiple gestation;650-659.99
O308;651;Multiple gestation;650-659.99
O30;651;Multiple gestation;650-659.99
O84;651;Multiple gestation;650-659.99
O842;651;Multiple gestation;650-659.99
O841;651;Multiple gestation;650-659.99
O840;651;Multiple gestation;650-659.99
O849;651;Multiple gestation;650-659.99
O848;651;Multiple gestation;650-659.99
O84;651;Multiple gestation;650-659.99
O330;653;Disproportion in pregnancy, labor, and delivery;650-659.99
O331;653;Disproportion in pregnancy, labor, and delivery;650-659.99
O336;653;Disproportion in pregnancy, labor, and delivery;650-659.99
O332;653;Disproportion in pregnancy, labor, and delivery;650-659.99
O337;653;Disproportion in pregnancy, labor, and delivery;650-659.99
O333;653;Disproportion in pregnancy, labor, and delivery;650-659.99
O335;653;Disproportion in pregnancy, labor, and delivery;650-659.99
O334;653;Disproportion in pregnancy, labor, and delivery;650-659.99
O338;653;Disproportion in pregnancy, labor, and delivery;650-659.99
O339;653;Disproportion in pregnancy, labor, and delivery;650-659.99
O33;653;Disproportion in pregnancy, labor, and delivery;650-659.99
O342;654;Abnormality of organs and soft tissues of pelvis complicating pregnancy, childbirth, or the puerperium;650-659.99
O349;654;Abnormality of organs and soft tissues of pelvis complicating pregnancy, childbirth, or the puerperium;650-659.99
O346;654;Abnormality of organs and soft tissues of pelvis complicating pregnancy, childbirth, or the puerperium;650-659.99
O347;654;Abnormality of organs and soft tissues of pelvis complicating pregnancy, childbirth, or the puerperium;650-659.99
O343;654;Abnormality of organs and soft tissues of pelvis complicating pregnancy, childbirth, or the puerperium;650-659.99
O340;654;Abnormality of organs and soft tissues of pelvis complicating pregnancy, childbirth, or the puerperium;650-659.99
O344;654;Abnormality of organs and soft tissues of pelvis complicating pregnancy, childbirth, or the puerperium;650-659.99
O345;654;Abnormality of organs and soft tissues of pelvis complicating pregnancy, childbirth, or the puerperium;650-659.99
O348;654;Abnormality of organs and soft tissues of pelvis complicating pregnancy, childbirth, or the puerperium;650-659.99
O341;654;Abnormality of organs and soft tissues of pelvis complicating pregnancy, childbirth, or the puerperium;650-659.99
O757;654;Abnormality of organs and soft tissues of pelvis complicating pregnancy, childbirth, or the puerperium;650-659.99
O34;654;Abnormality of organs and soft tissues of pelvis complicating pregnancy, childbirth, or the puerperium;650-659.99
O350;655;Known or suspected fetal abnormality affecting management of mother;650-659.99
O351;655;Known or suspected fetal abnormality affecting management of mother;650-659.99
O355;655;Known or suspected fetal abnormality affecting management of mother;650-659.99
O357;655;Known or suspected fetal abnormality affecting management of mother;650-659.99
O356;655;Known or suspected fetal abnormality affecting management of mother;650-659.99
O354;655;Known or suspected fetal abnormality affecting management of mother;650-659.99
O353;655;Known or suspected fetal abnormality affecting management of mother;650-659.99
O359;655;Known or suspected fetal abnormality affecting management of mother;650-659.99
O352;655;Known or suspected fetal abnormality affecting management of mother;650-659.99
O358;655;Known or suspected fetal abnormality affecting management of mother;650-659.99
O35;655;Known or suspected fetal abnormality affecting management of mother;650-659.99
O716;665;Other obstetrical trauma;660-669.99
O717;665;Other obstetrical trauma;660-669.99
O714;665;Other obstetrical trauma;660-669.99
O713;665;Other obstetrical trauma;660-669.99
O715;665;Other obstetrical trauma;660-669.99
O712;665;Other obstetrical trauma;660-669.99
O710;665;Other obstetrical trauma;660-669.99
O711;665;Other obstetrical trauma;660-669.99
O71;665;Other obstetrical trauma;660-669.99
O265;669;Other complications of labor and delivery, not elsewhere classified;660-669.99
O759;669;Other complications of labor and delivery, not elsewhere classified;660-669.99
O750;669;Other complications of labor and delivery, not elsewhere classified;660-669.99
O754;669;Other complications of labor and delivery, not elsewhere classified;660-669.99
O758;669;Other complications of labor and delivery, not elsewhere classified;660-669.99
O751;669;Other complications of labor and delivery, not elsewhere classified;660-669.99
O82;669;Other complications of labor and delivery, not elsewhere classified;660-669.99
O81;669;Other complications of labor and delivery, not elsewhere classified;660-669.99
O75;669;Other complications of labor and delivery, not elsewhere classified;660-669.99
O810;669;Other complications of labor and delivery, not elsewhere classified;660-669.99
O822;669;Other complications of labor and delivery, not elsewhere classified;660-669.99
O829;669;Other complications of labor and delivery, not elsewhere classified;660-669.99
O815;669;Other complications of labor and delivery, not elsewhere classified;660-669.99
O820;669;Other complications of labor and delivery, not elsewhere classified;660-669.99
O821;669;Other complications of labor and delivery, not elsewhere classified;660-669.99
O811;669;Other complications of labor and delivery, not elsewhere classified;660-669.99
O812;669;Other complications of labor and delivery, not elsewhere classified;660-669.99
O813;669;Other complications of labor and delivery, not elsewhere classified;660-669.99
O828;669;Other complications of labor and delivery, not elsewhere classified;660-669.99
O814;669;Other complications of labor and delivery, not elsewhere classified;660-669.99
O700;664;Trauma to perineum and vulva during delivery;660-669.99
O703;664;Trauma to perineum and vulva during delivery;660-669.99
O719;664;Trauma to perineum and vulva during delivery;660-669.99
O718;664;Trauma to perineum and vulva during delivery;660-669.99
O709;664;Trauma to perineum and vulva during delivery;660-669.99
O701;664;Trauma to perineum and vulva during delivery;660-669.99
O702;664;Trauma to perineum and vulva during delivery;660-669.99
O70;664;Trauma to perineum and vulva during delivery;660-669.99
O740;668;Complications of the administration of anesthetic or other sedation in labor and delivery;660-669.99
O742;668;Complications of the administration of anesthetic or other sedation in labor and delivery;660-669.99
O291;668;Complications of the administration of anesthetic or other sedation in labor and delivery;660-669.99
O891;668;Complications of the administration of anesthetic or other sedation in labor and delivery;660-669.99
O743;668;Complications of the administration of anesthetic or other sedation in labor and delivery;660-669.99
O292;668;Complications of the administration of anesthetic or other sedation in labor and delivery;660-669.99
O892;668;Complications of the administration of anesthetic or other sedation in labor and delivery;660-669.99
O749;668;Complications of the administration of anesthetic or other sedation in labor and delivery;660-669.99
O299;668;Complications of the administration of anesthetic or other sedation in labor and delivery;660-669.99
O899;668;Complications of the administration of anesthetic or other sedation in labor and delivery;660-669.99
O747;668;Complications of the administration of anesthetic or other sedation in labor and delivery;660-669.99
O296;668;Complications of the administration of anesthetic or other sedation in labor and delivery;660-669.99
O896;668;Complications of the administration of anesthetic or other sedation in labor and delivery;660-669.99
O748;668;Complications of the administration of anesthetic or other sedation in labor and delivery;660-669.99
O298;668;Complications of the administration of anesthetic or other sedation in labor and delivery;660-669.99
O898;668;Complications of the administration of anesthetic or other sedation in labor and delivery;660-669.99
O746;668;Complications of the administration of anesthetic or other sedation in labor and delivery;660-669.99
O295;668;Complications of the administration of anesthetic or other sedation in labor and delivery;660-669.99
O895;668;Complications of the administration of anesthetic or other sedation in labor and delivery;660-669.99
O741;668;Complications of the administration of anesthetic or other sedation in labor and delivery;660-669.99
O290;668;Complications of the administration of anesthetic or other sedation in labor and delivery;660-669.99
O890;668;Complications of the administration of anesthetic or other sedation in labor and delivery;660-669.99
O745;668;Complications of the administration of anesthetic or other sedation in labor and delivery;660-669.99
O294;668;Complications of the administration of anesthetic or other sedation in labor and delivery;660-669.99
O894;668;Complications of the administration of anesthetic or other sedation in labor and delivery;660-669.99
O744;668;Complications of the administration of anesthetic or other sedation in labor and delivery;660-669.99
O293;668;Complications of the administration of anesthetic or other sedation in labor and delivery;660-669.99
O893;668;Complications of the administration of anesthetic or other sedation in labor and delivery;660-669.99
O74;668;Complications of the administration of anesthetic or other sedation in labor and delivery;660-669.99
O29;668;Complications of the administration of anesthetic or other sedation in labor and delivery;660-669.99
O89;668;Complications of the administration of anesthetic or other sedation in labor and delivery;660-669.99
O723;666;Postpartum hemorrhage;660-669.99
O721;666;Postpartum hemorrhage;660-669.99
O722;666;Postpartum hemorrhage;660-669.99
O720;666;Postpartum hemorrhage;660-669.99
O72;666;Postpartum hemorrhage;660-669.99
O632;662;Long labor;660-669.99
O639;662;Long labor;660-669.99
O630;662;Long labor;660-669.99
O631;662;Long labor;660-669.99
O63;662;Long labor;660-669.99
O691;663;Umbilical cord complications during labor and delivery;660-669.99
O699;663;Umbilical cord complications during labor and delivery;660-669.99
O698;663;Umbilical cord complications during labor and delivery;660-669.99
O692;663;Umbilical cord complications during labor and delivery;660-669.99
O690;663;Umbilical cord complications during labor and delivery;660-669.99
O693;663;Umbilical cord complications during labor and delivery;660-669.99
O694;663;Umbilical cord complications during labor and delivery;660-669.99
O695;663;Umbilical cord complications during labor and delivery;660-669.99
O69;663;Umbilical cord complications during labor and delivery;660-669.99
O730;667;Retained placenta or membranes, without hemorrhage;660-669.99
O731;667;Retained placenta or membranes, without hemorrhage;660-669.99
O73;667;Retained placenta or membranes, without hemorrhage;660-669.99
O665;660;Obstructed labor;660-669.99
O664;660;Obstructed labor;660-669.99
O655;660;Obstructed labor;660-669.99
O641;660;Obstructed labor;660-669.99
O643;660;Obstructed labor;660-669.99
O645;660;Obstructed labor;660-669.99
O650;660;Obstructed labor;660-669.99
O642;660;Obstructed labor;660-669.99
O654;660;Obstructed labor;660-669.99
O651;660;Obstructed labor;660-669.99
O640;660;Obstructed labor;660-669.99
O661;660;Obstructed labor;660-669.99
O649;660;Obstructed labor;660-669.99
O659;660;Obstructed labor;660-669.99
O663;660;Obstructed labor;660-669.99
O648;660;Obstructed labor;660-669.99
O658;660;Obstructed labor;660-669.99
O652;660;Obstructed labor;660-669.99
O653;660;Obstructed labor;660-669.99
O660;660;Obstructed labor;660-669.99
O644;660;Obstructed labor;660-669.99
O662;660;Obstructed labor;660-669.99
O669;660;Obstructed labor;660-669.99
O668;660;Obstructed labor;660-669.99
O64;660;Obstructed labor;660-669.99
O65;660;Obstructed labor;660-669.99
O66;660;Obstructed labor;660-669.99
O621;661;Abnormality of forces of labor;660-669.99
O623;661;Abnormality of forces of labor;660-669.99
O620;661;Abnormality of forces of labor;660-669.99
O629;661;Abnormality of forces of labor;660-669.99
O624;661;Abnormality of forces of labor;660-669.99
O628;661;Abnormality of forces of labor;660-669.99
O622;661;Abnormality of forces of labor;660-669.99
O62;661;Abnormality of forces of labor;660-669.99
A34;670;Major puerperal infection;670-677.99
O85;670;Major puerperal infection;670-677.99
O923;676;Other disorders of the breast associated with childbirth and disorders of lactation;670-677.99
O920;676;Other disorders of the breast associated with childbirth and disorders of lactation;670-677.99
O921;676;Other disorders of the breast associated with childbirth and disorders of lactation;670-677.99
O925;676;Other disorders of the breast associated with childbirth and disorders of lactation;670-677.99
O926;676;Other disorders of the breast associated with childbirth and disorders of lactation;670-677.99
O922;676;Other disorders of the breast associated with childbirth and disorders of lactation;670-677.99
O927;676;Other disorders of the breast associated with childbirth and disorders of lactation;670-677.99
O92;676;Other disorders of the breast associated with childbirth and disorders of lactation;670-677.99
O924;676;Other disorders of the breast associated with childbirth and disorders of lactation;670-677.99
O864;672;Pyrexia of unknown origin during the puerperium;670-677.99
O881;673;Obstetrical pulmonary embolism;670-677.99
O880;673;Obstetrical pulmonary embolism;670-677.99
O882;673;Obstetrical pulmonary embolism;670-677.99
O883;673;Obstetrical pulmonary embolism;670-677.99
O888;673;Obstetrical pulmonary embolism;670-677.99
O88;673;Obstetrical pulmonary embolism;670-677.99
O225;671;Venous complications in pregnancy and the puerperium;670-677.99
O873;671;Venous complications in pregnancy and the puerperium;670-677.99
O221;671;Venous complications in pregnancy and the puerperium;670-677.99
O872;671;Venous complications in pregnancy and the puerperium;670-677.99
O223;671;Venous complications in pregnancy and the puerperium;670-677.99
O871;671;Venous complications in pregnancy and the puerperium;670-677.99
O224;671;Venous complications in pregnancy and the puerperium;670-677.99
O228;671;Venous complications in pregnancy and the puerperium;670-677.99
O878;671;Venous complications in pregnancy and the puerperium;670-677.99
O222;671;Venous complications in pregnancy and the puerperium;670-677.99
O870;671;Venous complications in pregnancy and the puerperium;670-677.99
O220;671;Venous complications in pregnancy and the puerperium;670-677.99
O229;671;Venous complications in pregnancy and the puerperium;670-677.99
O879;671;Venous complications in pregnancy and the puerperium;670-677.99
O22;671;Venous complications in pregnancy and the puerperium;670-677.99
O87;671;Venous complications in pregnancy and the puerperium;670-677.99
O905;674;Other and unspecified complications of the puerperium, not elsewhere classified;670-677.99
O903;674;Other and unspecified complications of the puerperium, not elsewhere classified;670-677.99
O909;674;Other and unspecified complications of the puerperium, not elsewhere classified;670-677.99
O900;674;Other and unspecified complications of the puerperium, not elsewhere classified;670-677.99
O901;674;Other and unspecified complications of the puerperium, not elsewhere classified;670-677.99
O902;674;Other and unspecified complications of the puerperium, not elsewhere classified;670-677.99
O860;674;Other and unspecified complications of the puerperium, not elsewhere classified;670-677.99
O908;674;Other and unspecified complications of the puerperium, not elsewhere classified;670-677.99
O904;674;Other and unspecified complications of the puerperium, not elsewhere classified;670-677.99
O90;674;Other and unspecified complications of the puerperium, not elsewhere classified;670-677.99
O86;674;Other and unspecified complications of the puerperium, not elsewhere classified;670-677.99
O911;675;Infections of the breast and nipple associated with childbirth;670-677.99
O912;675;Infections of the breast and nipple associated with childbirth;670-677.99
O910;675;Infections of the breast and nipple associated with childbirth;670-677.99
O91;675;Infections of the breast and nipple associated with childbirth;670-677.99
L032;681;Superficial cellulitis and abscess;680-686.99
L033;681;Superficial cellulitis and abscess;680-686.99
L983;681;Superficial cellulitis and abscess;680-686.99
L038;681;Superficial cellulitis and abscess;680-686.99
L039;681;Superficial cellulitis and abscess;680-686.99
L031;681;Superficial cellulitis and abscess;680-686.99
L03;681;Superficial cellulitis and abscess;680-686.99
L030;681;Superficial cellulitis and abscess;680-686.99
L030;681;Superficial cellulitis and abscess;680-686.99
L023;680;Carbuncle and furuncle;680-686.99
L020;680;Carbuncle and furuncle;680-686.99
L024;680;Carbuncle and furuncle;680-686.99
L021;680;Carbuncle and furuncle;680-686.99
L028;680;Carbuncle and furuncle;680-686.99
L022;680;Carbuncle and furuncle;680-686.99
L029;680;Carbuncle and furuncle;680-686.99
L02;680;Carbuncle and furuncle;680-686.99
L040;683;Acute lymphadenitis;680-686.99
L043;683;Acute lymphadenitis;680-686.99
L048;683;Acute lymphadenitis;680-686.99
L041;683;Acute lymphadenitis;680-686.99
L042;683;Acute lymphadenitis;680-686.99
L049;683;Acute lymphadenitis;680-686.99
L04;683;Acute lymphadenitis;680-686.99
L980;686;Other local infections of skin and subcutaneous tissue;680-686.99
L080;686;Other local infections of skin and subcutaneous tissue;680-686.99
L088;686;Other local infections of skin and subcutaneous tissue;680-686.99
L88;686;Other local infections of skin and subcutaneous tissue;680-686.99
L089;686;Other local infections of skin and subcutaneous tissue;680-686.99
L08;686;Other local infections of skin and subcutaneous tissue;680-686.99
L98;686;Other local infections of skin and subcutaneous tissue;680-686.99
L011;684;Impetigo;680-686.99
L010;684;Impetigo;680-686.99
L01;684;Impetigo;680-686.99
L050;685;Pilonidal cyst;680-686.99
L059;685;Pilonidal cyst;680-686.99
L05;685;Pilonidal cyst;680-686.99
L279;693;Dermatitis due to substances taken internally;690-698.99
L272;693;Dermatitis due to substances taken internally;690-698.99
L278;693;Dermatitis due to substances taken internally;690-698.99
L270;693;Dermatitis due to substances taken internally;690-698.99
L271;693;Dermatitis due to substances taken internally;690-698.99
L27;693;Dermatitis due to substances taken internally;690-698.99
L441;697;Lichen;690-698.99
L431;697;Lichen;690-698.99
L430;697;Lichen;690-698.99
L661;697;Lichen;690-698.99
L443;697;Lichen;690-698.99
L442;697;Lichen;690-698.99
L439;697;Lichen;690-698.99
L432;697;Lichen;690-698.99
L438;697;Lichen;690-698.99
L433;697;Lichen;690-698.99
L43;697;Lichen;690-698.99
L305;696;Psoriasis and similar disorders;690-698.99
L412;696;Psoriasis and similar disorders;690-698.99
L411;696;Psoriasis and similar disorders;690-698.99
L410;696;Psoriasis and similar disorders;690-698.99
L42;696;Psoriasis and similar disorders;690-698.99
L440;696;Psoriasis and similar disorders;690-698.99
L403;696;Psoriasis and similar disorders;690-698.99
L414;696;Psoriasis and similar disorders;690-698.99
L400;696;Psoriasis and similar disorders;690-698.99
L415;696;Psoriasis and similar disorders;690-698.99
L413;696;Psoriasis and similar disorders;690-698.99
L402;696;Psoriasis and similar disorders;690-698.99
L404;696;Psoriasis and similar disorders;690-698.99
M072;696;Psoriasis and similar disorders;690-698.99
L405;696;Psoriasis and similar disorders;690-698.99
L418;696;Psoriasis and similar disorders;690-698.99
L408;696;Psoriasis and similar disorders;690-698.99
L448;696;Psoriasis and similar disorders;690-698.99
L449;696;Psoriasis and similar disorders;690-698.99
L45;696;Psoriasis and similar disorders;690-698.99
L419;696;Psoriasis and similar disorders;690-698.99
L945;696;Psoriasis and similar disorders;690-698.99
L409;696;Psoriasis and similar disorders;690-698.99
L41;696;Psoriasis and similar disorders;690-698.99
L40;696;Psoriasis and similar disorders;690-698.99
M071;696;Psoriasis and similar disorders;690-698.99
M070;696;Psoriasis and similar disorders;690-698.99
M090;696;Psoriasis and similar disorders;690-698.99
L44;696;Psoriasis and similar disorders;690-698.99
M073;696;Psoriasis and similar disorders;690-698.99
M07;696;Psoriasis and similar disorders;690-698.99
M09;696;Psoriasis and similar disorders;690-698.99
L303;690;Erythematosquamous dermatosis;690-698.99
L218;690;Erythematosquamous dermatosis;690-698.99
L210;690;Erythematosquamous dermatosis;690-698.99
L211;690;Erythematosquamous dermatosis;690-698.99
L21;690;Erythematosquamous dermatosis;690-698.99
L219;690;Erythematosquamous dermatosis;690-698.99
L200;691;Atopic dermatitis and related conditions;690-698.99
L209;691;Atopic dermatitis and related conditions;690-698.99
L22;691;Atopic dermatitis and related conditions;690-698.99
L208;691;Atopic dermatitis and related conditions;690-698.99
L20;691;Atopic dermatitis and related conditions;690-698.99
L532;695;Erythematous conditions;690-698.99
L711;695;Erythematous conditions;690-698.99
L538;695;Erythematous conditions;690-698.99
L930;695;Erythematous conditions;690-698.99
L530;695;Erythematous conditions;690-698.99
L52;695;Erythematous conditions;690-698.99
L920;695;Erythematous conditions;690-698.99
L531;695;Erythematous conditions;690-698.99
L951;695;Erythematous conditions;690-698.99
L304;695;Erythematous conditions;690-698.99
L710;695;Erythematous conditions;690-698.99
L00;695;Erythematous conditions;690-698.99
L26;695;Erythematous conditions;690-698.99
L511;695;Erythematous conditions;690-698.99
M320;695;Erythematous conditions;690-698.99
L548;695;Erythematous conditions;690-698.99
L540;695;Erythematous conditions;690-698.99
L519;695;Erythematous conditions;690-698.99
L539;695;Erythematous conditions;690-698.99
L982;695;Erythematous conditions;690-698.99
L444;695;Erythematous conditions;690-698.99
L510;695;Erythematous conditions;690-698.99
L533;695;Erythematous conditions;690-698.99
L518;695;Erythematous conditions;690-698.99
M328;695;Erythematous conditions;690-698.99
L932;695;Erythematous conditions;690-698.99
L718;695;Erythematous conditions;690-698.99
L719;695;Erythematous conditions;690-698.99
L931;695;Erythematous conditions;690-698.99
M321;695;Erythematous conditions;690-698.99
M329;695;Erythematous conditions;690-698.99
L512;695;Erythematous conditions;690-698.99
L93;695;Erythematous conditions;690-698.99
L71;695;Erythematous conditions;690-698.99
L51;695;Erythematous conditions;690-698.99
M32;695;Erythematous conditions;690-698.99
L92;695;Erythematous conditions;690-698.99
L53;695;Erythematous conditions;690-698.99
L54;695;Erythematous conditions;690-698.99
L981;698;Pruritus and related conditions;690-698.99
L280;698;Pruritus and related conditions;690-698.99
L290;698;Pruritus and related conditions;690-698.99
L292;698;Pruritus and related conditions;690-698.99
L281;698;Pruritus and related conditions;690-698.99
L293;698;Pruritus and related conditions;690-698.99
L282;698;Pruritus and related conditions;690-698.99
L298;698;Pruritus and related conditions;690-698.99
L291;698;Pruritus and related conditions;690-698.99
L299;698;Pruritus and related conditions;690-698.99
L29;698;Pruritus and related conditions;690-698.99
L28;698;Pruritus and related conditions;690-698.99
L120;694;Bullous dermatoses;690-698.99
L130;694;Bullous dermatoses;690-698.99
L100;694;Bullous dermatoses;690-698.99
L123;694;Bullous dermatoses;690-698.99
