PHEWAS_CODE;ICD10_CODE;EXCLUSION;STR
P15;P155;P10-P15;Other birth injuries
P15;P158;P10-P15;Other birth injuries
P15;P156;P10-P15;Other birth injuries
P15;P15;P10-P15;Other birth injuries
P15;P159;P10-P15;Other birth injuries
P15;P152;P10-P15;Other birth injuries
P15;P154;P10-P15;Other birth injuries
P15;P153;P10-P15;Other birth injuries
P20;P201;P20-P29;Intrauterine hypoxia
P20;P200;P20-P29;Intrauterine hypoxia
P20;P20;P20-P29;Intrauterine hypoxia
P20;P209;P20-P29;Intrauterine hypoxia
P21;P219;P20-P29;Birth asphyxia
P21;P210;P20-P29;Birth asphyxia
P21;P211;P20-P29;Birth asphyxia
P21;P21;P20-P29;Birth asphyxia
P22;P220;P20-P29;Respiratory distress of newborn
P22;P228;P20-P29;Respiratory distress of newborn
P22;P229;P20-P29;Respiratory distress of newborn
P22;P22;P20-P29;Respiratory distress of newborn
P22;P221;P20-P29;Respiratory distress of newborn
P23;P239;P20-P29;Congenital pneumonia
P23;P236;P20-P29;Congenital pneumonia
P23;P235;P20-P29;Congenital pneumonia
P23;P234;P20-P29;Congenital pneumonia
P23;P238;P20-P29;Congenital pneumonia
P23;P231;P20-P29;Congenital pneumonia
P23;P232;P20-P29;Congenital pneumonia
P23;P23;P20-P29;Congenital pneumonia
P23;P233;P20-P29;Congenital pneumonia
P23;P230;P20-P29;Congenital pneumonia
P24;P249;P20-P29;Neonatal aspiration syndromes
P24;P248;P20-P29;Neonatal aspiration syndromes
P24;P24;P20-P29;Neonatal aspiration syndromes
P24;P240;P20-P29;Neonatal aspiration syndromes
P24;P243;P20-P29;Neonatal aspiration syndromes
P24;P241;P20-P29;Neonatal aspiration syndromes
P24;P242;P20-P29;Neonatal aspiration syndromes
P25;P258;P20-P29;Interstitial emphysema and related conditions originating in the perinatal period
P25;P253;P20-P29;Interstitial emphysema and related conditions originating in the perinatal period
P25;P252;P20-P29;Interstitial emphysema and related conditions originating in the perinatal period
P25;P25;P20-P29;Interstitial emphysema and related conditions originating in the perinatal period
P25;P250;P20-P29;Interstitial emphysema and related conditions originating in the perinatal period
P25;P251;P20-P29;Interstitial emphysema and related conditions originating in the perinatal period
P26;P268;P20-P29;Pulmonary haemorrhage originating in the perinatal period
P26;P260;P20-P29;Pulmonary haemorrhage originating in the perinatal period
P26;P261;P20-P29;Pulmonary haemorrhage originating in the perinatal period
P26;P26;P20-P29;Pulmonary haemorrhage originating in the perinatal period
P26;P269;P20-P29;Pulmonary haemorrhage originating in the perinatal period
P27;P27;P20-P29;Chronic respiratory disease originating in the perinatal period
P27;P271;P20-P29;Chronic respiratory disease originating in the perinatal period
P27;P270;P20-P29;Chronic respiratory disease originating in the perinatal period
P27;P279;P20-P29;Chronic respiratory disease originating in the perinatal period
P27;P278;P20-P29;Chronic respiratory disease originating in the perinatal period
P28;P289;P20-P29;Other respiratory conditions originating in the perinatal period
P28;P284;P20-P29;Other respiratory conditions originating in the perinatal period
P28;P281;P20-P29;Other respiratory conditions originating in the perinatal period
P28;P285;P20-P29;Other respiratory conditions originating in the perinatal period
P28;P282;P20-P29;Other respiratory conditions originating in the perinatal period
P28;P28;P20-P29;Other respiratory conditions originating in the perinatal period
P28;P288;P20-P29;Other respiratory conditions originating in the perinatal period
P28;P283;P20-P29;Other respiratory conditions originating in the perinatal period
P28;P280;P20-P29;Other respiratory conditions originating in the perinatal period
P29;P291;P20-P29;Cardiovascular disorders originating in the perinatal period
P29;P292;P20-P29;Cardiovascular disorders originating in the perinatal period
P29;P290;P20-P29;Cardiovascular disorders originating in the perinatal period
P29;P293;P20-P29;Cardiovascular disorders originating in the perinatal period
P29;P299;P20-P29;Cardiovascular disorders originating in the perinatal period
P29;P298;P20-P29;Cardiovascular disorders originating in the perinatal period
P29;P294;P20-P29;Cardiovascular disorders originating in the perinatal period
P29;P29;P20-P29;Cardiovascular disorders originating in the perinatal period
P35;P359;P35-P39;Congenital viral diseases
P35;P351;P35-P39;Congenital viral diseases
P35;P352;P35-P39;Congenital viral diseases
P35;P350;P35-P39;Congenital viral diseases
P35;P353;P35-P39;Congenital viral diseases
P35;P358;P35-P39;Congenital viral diseases
P35;P35;P35-P39;Congenital viral diseases
P36;P3610;P35-P39;Bacterial sepsis of newborn
P36;P36;P35-P39;Bacterial sepsis of newborn
P36;P3689;P35-P39;Bacterial sepsis of newborn
P36;P3649;P35-P39;Bacterial sepsis of newborn
P36;P3629;P35-P39;Bacterial sepsis of newborn
P36;P361;P35-P39;Bacterial sepsis of newborn
P36;P3680;P35-P39;Bacterial sepsis of newborn
P36;P3620;P35-P39;Bacterial sepsis of newborn
P36;P360;P35-P39;Bacterial sepsis of newborn
P36;P3619;P35-P39;Bacterial sepsis of newborn
P36;P3609;P35-P39;Bacterial sepsis of newborn
P36;P3600;P35-P39;Bacterial sepsis of newborn
P36;P368;P35-P39;Bacterial sepsis of newborn
P36;P3640;P35-P39;Bacterial sepsis of newborn
P36;P3659;P35-P39;Bacterial sepsis of newborn
P36;P3650;P35-P39;Bacterial sepsis of newborn
P36;P365;P35-P39;Bacterial sepsis of newborn
P36;P362;P35-P39;Bacterial sepsis of newborn
P36;P363;P35-P39;Bacterial sepsis of newborn
P36;P3699;P35-P39;Bacterial sepsis of newborn
P36;P364;P35-P39;Bacterial sepsis of newborn
P36;P3630;P35-P39;Bacterial sepsis of newborn
P36;P3639;P35-P39;Bacterial sepsis of newborn
P36;P369;P35-P39;Bacterial sepsis of newborn
P36;P3690;P35-P39;Bacterial sepsis of newborn
P37;P374;P35-P39;Other congenital infectious and parasitic diseases
P37;P375;P35-P39;Other congenital infectious and parasitic diseases
P37;P378;P35-P39;Other congenital infectious and parasitic diseases
P37;P37;P35-P39;Other congenital infectious and parasitic diseases
P37;P373;P35-P39;Other congenital infectious and parasitic diseases
P37;P379;P35-P39;Other congenital infectious and parasitic diseases
P37;P370;P35-P39;Other congenital infectious and parasitic diseases
P37;P371;P35-P39;Other congenital infectious and parasitic diseases
P37;P372;P35-P39;Other congenital infectious and parasitic diseases
P38;P38;P35-P39;Omphalitis of newborn with or without mild haemorrhage
P39;P39;P35-P39;Other infections specific to the perinatal period
P39;P394;P35-P39;Other infections specific to the perinatal period
P39;P393;P35-P39;Other infections specific to the perinatal period
P39;P392;P35-P39;Other infections specific to the perinatal period
P39;P399;P35-P39;Other infections specific to the perinatal period
P39;P391;P35-P39;Other infections specific to the perinatal period
P39;P390;P35-P39;Other infections specific to the perinatal period
P39;P398;P35-P39;Other infections specific to the perinatal period
P50;P508;P50-P61;Fetal blood loss
P50;P502;P50-P61;Fetal blood loss
P50;P505;P50-P61;Fetal blood loss
P50;P504;P50-P61;Fetal blood loss
P50;P503;P50-P61;Fetal blood loss
P50;P501;P50-P61;Fetal blood loss
P50;P509;P50-P61;Fetal blood loss
P50;P500;P50-P61;Fetal blood loss
P50;P50;P50-P61;Fetal blood loss
P51;P510;P50-P61;Umbilical haemorrhage of newborn
P51;P518;P50-P61;Umbilical haemorrhage of newborn
P51;P519;P50-P61;Umbilical haemorrhage of newborn
P51;P51;P50-P61;Umbilical haemorrhage of newborn
P52;P529;P50-P61;Intracranial nontraumatic haemorrhage of fetus and newborn
P52;P525;P50-P61;Intracranial nontraumatic haemorrhage of fetus and newborn
P52;P526;P50-P61;Intracranial nontraumatic haemorrhage of fetus and newborn
P52;P52;P50-P61;Intracranial nontraumatic haemorrhage of fetus and newborn
P52;P523;P50-P61;Intracranial nontraumatic haemorrhage of fetus and newborn
P52;P524;P50-P61;Intracranial nontraumatic haemorrhage of fetus and newborn
P52;P528;P50-P61;Intracranial nontraumatic haemorrhage of fetus and newborn
P52;P521;P50-P61;Intracranial nontraumatic haemorrhage of fetus and newborn
P52;P520;P50-P61;Intracranial nontraumatic haemorrhage of fetus and newborn
P52;P522;P50-P61;Intracranial nontraumatic haemorrhage of fetus and newborn
P53;P53;P50-P61;Haemorrhagic disease of fetus and newborn
P54;P548;P50-P61;Other neonatal haemorrhages
P54;P546;P50-P61;Other neonatal haemorrhages
P54;P540;P50-P61;Other neonatal haemorrhages
P54;P545;P50-P61;Other neonatal haemorrhages
P54;P544;P50-P61;Other neonatal haemorrhages
P54;P549;P50-P61;Other neonatal haemorrhages
P54;P54;P50-P61;Other neonatal haemorrhages
P54;P543;P50-P61;Other neonatal haemorrhages
P54;P541;P50-P61;Other neonatal haemorrhages
P54;P542;P50-P61;Other neonatal haemorrhages
P55;P558;P50-P61;Haemolytic disease of fetus and newborn
P55;P55;P50-P61;Haemolytic disease of fetus and newborn
P55;P559;P50-P61;Haemolytic disease of fetus and newborn
P55;P551;P50-P61;Haemolytic disease of fetus and newborn
P55;P550;P50-P61;Haemolytic disease of fetus and newborn
P56;P560;P50-P61;Hydrops fetalis due to haemolytic disease
P56;P569;P50-P61;Hydrops fetalis due to haemolytic disease
P56;P56;P50-P61;Hydrops fetalis due to haemolytic disease
P57;P57;P50-P61;Kernicterus
P57;P579;P50-P61;Kernicterus
P57;P570;P50-P61;Kernicterus
P57;P578;P50-P61;Kernicterus
P58;P580;P50-P61;Neonatal jaundice due to other excessive haemolysis
P58;P581;P50-P61;Neonatal jaundice due to other excessive haemolysis
P58;P588;P50-P61;Neonatal jaundice due to other excessive haemolysis
P58;P582;P50-P61;Neonatal jaundice due to other excessive haemolysis
P58;P584;P50-P61;Neonatal jaundice due to other excessive haemolysis
P58;P583;P50-P61;Neonatal jaundice due to other excessive haemolysis
P58;P58;P50-P61;Neonatal jaundice due to other excessive haemolysis
P58;P589;P50-P61;Neonatal jaundice due to other excessive haemolysis
P58;P585;P50-P61;Neonatal jaundice due to other excessive haemolysis
P59;P592;P50-P61;Neonatal jaundice from other and unspecified causes
P59;P593;P50-P61;Neonatal jaundice from other and unspecified causes
P59;P590;P50-P61;Neonatal jaundice from other and unspecified causes
P59;P598;P50-P61;Neonatal jaundice from other and unspecified causes
P59;P599;P50-P61;Neonatal jaundice from other and unspecified causes
P59;P591;P50-P61;Neonatal jaundice from other and unspecified causes
P59;P59;P50-P61;Neonatal jaundice from other and unspecified causes
P60;P60;P50-P61;Disseminated intravascular coagulation of fetus and newborn
P61;P610;P50-P61;Other perinatal haematological disorders
P61;P61;P50-P61;Other perinatal haematological disorders
P61;P615;P50-P61;Other perinatal haematological disorders
P61;P612;P50-P61;Other perinatal haematological disorders
P61;P614;P50-P61;Other perinatal haematological disorders
P61;P611;P50-P61;Other perinatal haematological disorders
P61;P613;P50-P61;Other perinatal haematological disorders
P61;P619;P50-P61;Other perinatal haematological disorders
P61;P618;P50-P61;Other perinatal haematological disorders
P61;P616;P50-P61;Other perinatal haematological disorders
P70;P701;P70-P74;Transitory disorders of carbohydrate metabolism specific to fetus and newborn
P70;P708;P70-P74;Transitory disorders of carbohydrate metabolism specific to fetus and newborn
P70;P709;P70-P74;Transitory disorders of carbohydrate metabolism specific to fetus and newborn
P70;P700;P70-P74;Transitory disorders of carbohydrate metabolism specific to fetus and newborn
P70;P702;P70-P74;Transitory disorders of carbohydrate metabolism specific to fetus and newborn
P70;P70;P70-P74;Transitory disorders of carbohydrate metabolism specific to fetus and newborn
P70;P703;P70-P74;Transitory disorders of carbohydrate metabolism specific to fetus and newborn
P70;P704;P70-P74;Transitory disorders of carbohydrate metabolism specific to fetus and newborn
P71;P71;P70-P74;Transitory neonatal disorders of calcium and magnesium metabolism
P71;P719;P70-P74;Transitory neonatal disorders of calcium and magnesium metabolism
P71;P718;P70-P74;Transitory neonatal disorders of calcium and magnesium metabolism
P71;P711;P70-P74;Transitory neonatal disorders of calcium and magnesium metabolism
P71;P714;P70-P74;Transitory neonatal disorders of calcium and magnesium metabolism
P71;P710;P70-P74;Transitory neonatal disorders of calcium and magnesium metabolism
P71;P713;P70-P74;Transitory neonatal disorders of calcium and magnesium metabolism
P71;P712;P70-P74;Transitory neonatal disorders of calcium and magnesium metabolism
P72;P729;P70-P74;Other transitory neonatal endocrine disorders
P72;P722;P70-P74;Other transitory neonatal endocrine disorders
P72;P728;P70-P74;Other transitory neonatal endocrine disorders
P72;P721;P70-P74;Other transitory neonatal endocrine disorders
P72;P720;P70-P74;Other transitory neonatal endocrine disorders
P72;P72;P70-P74;Other transitory neonatal endocrine disorders
P74;P749;P70-P74;Other transitory neonatal electrolyte and metabolic disturbances
P74;P74;P70-P74;Other transitory neonatal electrolyte and metabolic disturbances
P74;P741;P70-P74;Other transitory neonatal electrolyte and metabolic disturbances
P74;P745;P70-P74;Other transitory neonatal electrolyte and metabolic disturbances
P74;P740;P70-P74;Other transitory neonatal electrolyte and metabolic disturbances
P74;P748;P70-P74;Other transitory neonatal electrolyte and metabolic disturbances
P74;P742;P70-P74;Other transitory neonatal electrolyte and metabolic disturbances
P74;P744;P70-P74;Other transitory neonatal electrolyte and metabolic disturbances
P74;P743;P70-P74;Other transitory neonatal electrolyte and metabolic disturbances
P75;P75;P75-P78;Meconium ileus
P76;P761;P75-P78;Other intestinal obstruction of newborn
P76;P762;P75-P78;Other intestinal obstruction of newborn
P76;P768;P75-P78;Other intestinal obstruction of newborn
P76;P769;P75-P78;Other intestinal obstruction of newborn
P76;P760;P75-P78;Other intestinal obstruction of newborn
P76;P76;P75-P78;Other intestinal obstruction of newborn
P77;P77;P75-P78;Necrotizing enterocolitis of fetus and newborn
P78;P788;P75-P78;Other perinatal digestive system disorders
P78;P780;P75-P78;Other perinatal digestive system disorders
P78;P78;P75-P78;Other perinatal digestive system disorders
P78;P789;P75-P78;Other perinatal digestive system disorders
P78;P782;P75-P78;Other perinatal digestive system disorders
P78;P781;P75-P78;Other perinatal digestive system disorders
P78;P783;P75-P78;Other perinatal digestive system disorders
P80;P800;P80-P83;Hypothermia of newborn
P80;P80;P80-P83;Hypothermia of newborn
P80;P808;P80-P83;Hypothermia of newborn
P80;P809;P80-P83;Hypothermia of newborn
P81;P818;P80-P83;Other disturbances of temperature regulation of newborn
P81;P819;P80-P83;Other disturbances of temperature regulation of newborn
P81;P810;P80-P83;Other disturbances of temperature regulation of newborn
P81;P81;P80-P83;Other disturbances of temperature regulation of newborn
P83;P83;P80-P83;Other conditions of integument specific to fetus and newborn
P83;P835;P80-P83;Other conditions of integument specific to fetus and newborn
P83;P833;P80-P83;Other conditions of integument specific to fetus and newborn
P83;P839;P80-P83;Other conditions of integument specific to fetus and newborn
P83;P830;P80-P83;Other conditions of integument specific to fetus and newborn
P83;P836;P80-P83;Other conditions of integument specific to fetus and newborn
P83;P832;P80-P83;Other conditions of integument specific to fetus and newborn
P83;P838;P80-P83;Other conditions of integument specific to fetus and newborn
P83;P831;P80-P83;Other conditions of integument specific to fetus and newborn
P83;P834;P80-P83;Other conditions of integument specific to fetus and newborn
P90;P90;P90-P96;Convulsions of newborn
P91;P911;P90-P96;Other disturbances of cerebral status of newborn
P91;P912;P90-P96;Other disturbances of cerebral status of newborn
P91;P91;P90-P96;Other disturbances of cerebral status of newborn
P91;P913;P90-P96;Other disturbances of cerebral status of newborn
P91;P910;P90-P96;Other disturbances of cerebral status of newborn
P91;P918;P90-P96;Other disturbances of cerebral status of newborn
P91;P915;P90-P96;Other disturbances of cerebral status of newborn
P91;P916;P90-P96;Other disturbances of cerebral status of newborn
P91;P914;P90-P96;Other disturbances of cerebral status of newborn
P91;P919;P90-P96;Other disturbances of cerebral status of newborn
P92;P929;P90-P96;Feeding problems of newborn
P92;P922;P90-P96;Feeding problems of newborn
P92;P925;P90-P96;Feeding problems of newborn
P92;P921;P90-P96;Feeding problems of newborn
P92;P920;P90-P96;Feeding problems of newborn
P92;P924;P90-P96;Feeding problems of newborn
P92;P92;P90-P96;Feeding problems of newborn
P92;P923;P90-P96;Feeding problems of newborn
P92;P928;P90-P96;Feeding problems of newborn
P93;P93;P90-P96;Reactions and intoxications due to drugs administered to fetus and newborn
P94;P942;P90-P96;Disorders of muscle tone of newborn
P94;P941;P90-P96;Disorders of muscle tone of newborn
P94;P940;P90-P96;Disorders of muscle tone of newborn
P94;P949;P90-P96;Disorders of muscle tone of newborn
P94;P94;P90-P96;Disorders of muscle tone of newborn
P94;P948;P90-P96;Disorders of muscle tone of newborn
P95;P95;P90-P96;Fetal death of unspecified cause
P96;P960;P90-P96;Other conditions originating in the perinatal period
P96;P963;P90-P96;Other conditions originating in the perinatal period
P96;P961;P90-P96;Other conditions originating in the perinatal period
P96;P969;P90-P96;Other conditions originating in the perinatal period
P96;P964;P90-P96;Other conditions originating in the perinatal period
P96;P96;P90-P96;Other conditions originating in the perinatal period
P96;P962;P90-P96;Other conditions originating in the perinatal period
P96;P968;P90-P96;Other conditions originating in the perinatal period
P96;P965;P90-P96;Other conditions originating in the perinatal period
Q00;Q002;Q00-Q07;Anencephaly and similar malformations
Q00;Q00;Q00-Q07;Anencephaly and similar malformations
Q00;Q001;Q00-Q07;Anencephaly and similar malformations
Q00;Q000;Q00-Q07;Anencephaly and similar malformations
Q01;Q01;Q00-Q07;Encephalocele
Q01;Q018;Q00-Q07;Encephalocele
Q01;Q012;Q00-Q07;Encephalocele
Q01;Q010;Q00-Q07;Encephalocele
Q01;Q011;Q00-Q07;Encephalocele
Q01;Q019;Q00-Q07;Encephalocele
Q02;Q02;Q00-Q07;Microcephaly
Q03;Q039;Q00-Q07;Congenital hydrocephalus
Q03;Q031;Q00-Q07;Congenital hydrocephalus
Q03;Q03;Q00-Q07;Congenital hydrocephalus
Q03;Q038;Q00-Q07;Congenital hydrocephalus
Q03;Q030;Q00-Q07;Congenital hydrocephalus
Q04;Q043;Q00-Q07;Other congenital malformations of brain
Q04;Q048;Q00-Q07;Other congenital malformations of brain
Q04;Q049;Q00-Q07;Other congenital malformations of brain
Q04;Q044;Q00-Q07;Other congenital malformations of brain
Q04;Q046;Q00-Q07;Other congenital malformations of brain
Q04;Q040;Q00-Q07;Other congenital malformations of brain
Q04;Q045;Q00-Q07;Other congenital malformations of brain
Q04;Q04;Q00-Q07;Other congenital malformations of brain
Q04;Q042;Q00-Q07;Other congenital malformations of brain
Q04;Q041;Q00-Q07;Other congenital malformations of brain
Q05;Q057;Q00-Q07;Spina bifida
Q05;Q052;Q00-Q07;Spina bifida
Q05;Q059;Q00-Q07;Spina bifida
Q05;Q05;Q00-Q07;Spina bifida
Q05;Q056;Q00-Q07;Spina bifida
Q05;Q055;Q00-Q07;Spina bifida
Q05;Q050;Q00-Q07;Spina bifida
Q05;Q053;Q00-Q07;Spina bifida
Q05;Q051;Q00-Q07;Spina bifida
Q05;Q058;Q00-Q07;Spina bifida
Q05;Q054;Q00-Q07;Spina bifida
Q06;Q068;Q00-Q07;Other congenital malformations of spinal cord
Q06;Q062;Q00-Q07;Other congenital malformations of spinal cord
Q06;Q064;Q00-Q07;Other congenital malformations of spinal cord
Q06;Q061;Q00-Q07;Other congenital malformations of spinal cord
Q06;Q06;Q00-Q07;Other congenital malformations of spinal cord
Q06;Q069;Q00-Q07;Other congenital malformations of spinal cord
Q06;Q063;Q00-Q07;Other congenital malformations of spinal cord
Q06;Q060;Q00-Q07;Other congenital malformations of spinal cord
Q07;Q079;Q00-Q07;Other congenital malformations of nervous system
Q07;Q070;Q00-Q07;Other congenital malformations of nervous system
Q07;Q078;Q00-Q07;Other congenital malformations of nervous system
Q07;Q07;Q00-Q07;Other congenital malformations of nervous system
Q10;Q100;Q10-Q18;Congenital malformations of eyelid, lacrimal apparatus and orbit
Q10;Q107;Q10-Q18;Congenital malformations of eyelid, lacrimal apparatus and orbit
Q10;Q104;Q10-Q18;Congenital malformations of eyelid, lacrimal apparatus and orbit
Q10;Q105;Q10-Q18;Congenital malformations of eyelid, lacrimal apparatus and orbit
Q10;Q103;Q10-Q18;Congenital malformations of eyelid, lacrimal apparatus and orbit
Q10;Q106;Q10-Q18;Congenital malformations of eyelid, lacrimal apparatus and orbit
Q10;Q101;Q10-Q18;Congenital malformations of eyelid, lacrimal apparatus and orbit
Q10;Q102;Q10-Q18;Congenital malformations of eyelid, lacrimal apparatus and orbit
Q10;Q10;Q10-Q18;Congenital malformations of eyelid, lacrimal apparatus and orbit
Q11;Q111;Q10-Q18;Anophthalmos, microphthalmos and macrophthalmos
Q11;Q112;Q10-Q18;Anophthalmos, microphthalmos and macrophthalmos
Q11;Q113;Q10-Q18;Anophthalmos, microphthalmos and macrophthalmos
Q11;Q110;Q10-Q18;Anophthalmos, microphthalmos and macrophthalmos
Q11;Q11;Q10-Q18;Anophthalmos, microphthalmos and macrophthalmos
Q12;Q124;Q10-Q18;Congenital lens malformations
Q12;Q120;Q10-Q18;Congenital lens malformations
Q12;Q121;Q10-Q18;Congenital lens malformations
Q12;Q123;Q10-Q18;Congenital lens malformations
Q12;Q12;Q10-Q18;Congenital lens malformations
Q12;Q122;Q10-Q18;Congenital lens malformations
Q12;Q128;Q10-Q18;Congenital lens malformations
Q12;Q129;Q10-Q18;Congenital lens malformations
Q13;Q134;Q10-Q18;Congenital malformations of anterior segment of eye
Q13;Q139;Q10-Q18;Congenital malformations of anterior segment of eye
Q13;Q13;Q10-Q18;Congenital malformations of anterior segment of eye
Q13;Q133;Q10-Q18;Congenital malformations of anterior segment of eye
Q13;Q130;Q10-Q18;Congenital malformations of anterior segment of eye
Q13;Q135;Q10-Q18;Congenital malformations of anterior segment of eye
Q13;Q131;Q10-Q18;Congenital malformations of anterior segment of eye
Q13;Q132;Q10-Q18;Congenital malformations of anterior segment of eye
Q13;Q138;Q10-Q18;Congenital malformations of anterior segment of eye
Q14;Q149;Q10-Q18;Congenital malformations of posterior segment of eye
Q14;Q143;Q10-Q18;Congenital malformations of posterior segment of eye
Q14;Q141;Q10-Q18;Congenital malformations of posterior segment of eye
Q14;Q148;Q10-Q18;Congenital malformations of posterior segment of eye
Q14;Q140;Q10-Q18;Congenital malformations of posterior segment of eye
Q14;Q142;Q10-Q18;Congenital malformations of posterior segment of eye
Q14;Q14;Q10-Q18;Congenital malformations of posterior segment of eye
Q15;Q159;Q10-Q18;Other congenital malformations of eye
Q15;Q158;Q10-Q18;Other congenital malformations of eye
Q15;Q150;Q10-Q18;Other congenital malformations of eye
Q15;Q15;Q10-Q18;Other congenital malformations of eye
Q16;Q160;Q10-Q18;Congenital malformations of ear causing impairment of hearing
Q16;Q16;Q10-Q18;Congenital malformations of ear causing impairment of hearing
Q16;Q164;Q10-Q18;Congenital malformations of ear causing impairment of hearing
Q16;Q162;Q10-Q18;Congenital malformations of ear causing impairment of hearing
Q16;Q161;Q10-Q18;Congenital malformations of ear causing impairment of hearing
Q16;Q165;Q10-Q18;Congenital malformations of ear causing impairment of hearing
Q16;Q169;Q10-Q18;Congenital malformations of ear causing impairment of hearing
Q16;Q163;Q10-Q18;Congenital malformations of ear causing impairment of hearing
Q17;Q173;Q10-Q18;Other congenital malformations of ear
Q17;Q178;Q10-Q18;Other congenital malformations of ear
Q17;Q171;Q10-Q18;Other congenital malformations of ear
Q17;Q17;Q10-Q18;Other congenital malformations of ear
Q17;Q174;Q10-Q18;Other congenital malformations of ear
Q17;Q170;Q10-Q18;Other congenital malformations of ear
Q17;Q179;Q10-Q18;Other congenital malformations of ear
Q17;Q175;Q10-Q18;Other congenital malformations of ear
Q17;Q172;Q10-Q18;Other congenital malformations of ear
Q18;Q183;Q10-Q18;Other congenital malformations of face and neck
Q18;Q182;Q10-Q18;Other congenital malformations of face and neck
Q18;Q18;Q10-Q18;Other congenital malformations of face and neck
Q18;Q187;Q10-Q18;Other congenital malformations of face and neck
Q18;Q185;Q10-Q18;Other congenital malformations of face and neck
Q18;Q184;Q10-Q18;Other congenital malformations of face and neck
Q18;Q1800;Q10-Q18;Other congenital malformations of face and neck
Q18;Q186;Q10-Q18;Other congenital malformations of face and neck
Q18;Q1808;Q10-Q18;Other congenital malformations of face and neck
Q18;Q188;Q10-Q18;Other congenital malformations of face and neck
Q18;Q181;Q10-Q18;Other congenital malformations of face and neck
Q18;Q189;Q10-Q18;Other congenital malformations of face and neck
Q18;Q180;Q10-Q18;Other congenital malformations of face and neck
Q20;Q200;Q20-Q28;Congenital malformations of cardiac chambers and connections
Q20;Q206;Q20-Q28;Congenital malformations of cardiac chambers and connections
Q20;Q205;Q20-Q28;Congenital malformations of cardiac chambers and connections
Q20;Q20;Q20-Q28;Congenital malformations of cardiac chambers and connections
Q20;Q201;Q20-Q28;Congenital malformations of cardiac chambers and connections
Q20;Q203;Q20-Q28;Congenital malformations of cardiac chambers and connections
Q20;Q209;Q20-Q28;Congenital malformations of cardiac chambers and connections
Q20;Q208;Q20-Q28;Congenital malformations of cardiac chambers and connections
Q20;Q204;Q20-Q28;Congenital malformations of cardiac chambers and connections
Q20;Q202;Q20-Q28;Congenital malformations of cardiac chambers and connections
Q21;Q214;Q20-Q28;Congenital malformations of cardiac septa
Q21;Q212;Q20-Q28;Congenital malformations of cardiac septa
Q21;Q21;Q20-Q28;Congenital malformations of cardiac septa
Q21;Q213;Q20-Q28;Congenital malformations of cardiac septa
Q21;Q210;Q20-Q28;Congenital malformations of cardiac septa
Q21;Q211;Q20-Q28;Congenital malformations of cardiac septa
Q21;Q219;Q20-Q28;Congenital malformations of cardiac septa
Q21;Q218;Q20-Q28;Congenital malformations of cardiac septa
Q22;Q221;Q20-Q28;Congenital malformations of pulmonary and tricuspid valves
Q22;Q220;Q20-Q28;Congenital malformations of pulmonary and tricuspid valves
Q22;Q225;Q20-Q28;Congenital malformations of pulmonary and tricuspid valves
Q22;Q222;Q20-Q28;Congenital malformations of pulmonary and tricuspid valves
Q22;Q223;Q20-Q28;Congenital malformations of pulmonary and tricuspid valves
Q22;Q228;Q20-Q28;Congenital malformations of pulmonary and tricuspid valves
Q22;Q229;Q20-Q28;Congenital malformations of pulmonary and tricuspid valves
Q22;Q226;Q20-Q28;Congenital malformations of pulmonary and tricuspid valves
Q22;Q224;Q20-Q28;Congenital malformations of pulmonary and tricuspid valves
Q22;Q22;Q20-Q28;Congenital malformations of pulmonary and tricuspid valves
Q23;Q234;Q20-Q28;Congenital malformations of aortic and mitral valves
Q23;Q239;Q20-Q28;Congenital malformations of aortic and mitral valves
Q23;Q230;Q20-Q28;Congenital malformations of aortic and mitral valves
Q23;Q231;Q20-Q28;Congenital malformations of aortic and mitral valves
Q23;Q238;Q20-Q28;Congenital malformations of aortic and mitral valves
Q23;Q232;Q20-Q28;Congenital malformations of aortic and mitral valves
Q23;Q23;Q20-Q28;Congenital malformations of aortic and mitral valves
Q23;Q233;Q20-Q28;Congenital malformations of aortic and mitral valves
Q24;Q244;Q20-Q28;Other congenital malformations of heart
Q24;Q241;Q20-Q28;Other congenital malformations of heart
Q24;Q245;Q20-Q28;Other congenital malformations of heart
Q24;Q24;Q20-Q28;Other congenital malformations of heart
Q24;Q248;Q20-Q28;Other congenital malformations of heart
Q24;Q240;Q20-Q28;Other congenital malformations of heart
Q24;Q246;Q20-Q28;Other congenital malformations of heart
Q24;Q249;Q20-Q28;Other congenital malformations of heart
Q24;Q243;Q20-Q28;Other congenital malformations of heart
Q24;Q242;Q20-Q28;Other congenital malformations of heart
Q25;Q252;Q20-Q28;Congenital malformations of great arteries
Q25;Q254;Q20-Q28;Congenital malformations of great arteries
Q25;Q253;Q20-Q28;Congenital malformations of great arteries
Q25;Q255;Q20-Q28;Congenital malformations of great arteries
Q25;Q259;Q20-Q28;Congenital malformations of great arteries
Q25;Q256;Q20-Q28;Congenital malformations of great arteries
Q25;Q257;Q20-Q28;Congenital malformations of great arteries
Q25;Q251;Q20-Q28;Congenital malformations of great arteries
Q25;Q25;Q20-Q28;Congenital malformations of great arteries
Q25;Q250;Q20-Q28;Congenital malformations of great arteries
Q25;Q258;Q20-Q28;Congenital malformations of great arteries
Q26;Q262;Q20-Q28;Congenital malformations of great veins
Q26;Q265;Q20-Q28;Congenital malformations of great veins
